document_name,date,start_page,end_page,content,author,is_vocabulary
How to Become a Straight-A Student ,2022-05-03 01:01:21,178,178,"your first step should be to jot down a quick outline. This might seem like a waste of time, but in truth it can be invaluable", Cal Newport  ,False
How to Become a Straight-A Student ,2022-05-08 22:40:41,269,269,Writing Well, Cal Newport  ,False
Effortless ,2022-06-02 22:42:29,10,10,Rhythms are in everything we do. There are times to push hard and times to rest and recuperate, Greg McKeown  ,False
Effortless ,2022-06-02 22:48:41,13,13,"The lesson is similar to the one I’d always ascribed to: if you prioritize the most important things first, then there will be room in your life not only for what matters most but also for other things too. But do the reverse, and you’ll get the trivial things done but run out of space for the things that really matter", Greg McKeown  ,False
Effortless ,2022-06-28 23:15:29,22,22,How can I make it easier to do what matters most?, Greg McKeown  ,False
Effortless ,2022-06-28 23:25:28,32,32,"cognitive ease principle, or the principle of least effort. It’s our tendency to take the path of least resistance to achieve what we want", Greg McKeown  ,False
Effortless ,2022-06-28 23:27:05,33,33,"For some, the idea of working less hard feels uncomfortable. We feel lazy. We fear we’ll fall behind. We feel guilty for not “going the extra mile” each time. This mindset, conscious or not, may have its roots in the Puritan idea that the act of doing hard things always has an inherent value. Puritanism went beyond embracing the hard; it extended to also distrusting the easy", Greg McKeown  ,False
Effortless ,2022-06-28 23:31:33,34,34,"Carl Jacobi, the nineteenth-century German mathematician, developed a reputation as someone who could solve especially hard and intractable problems. He learned that to do that most easily, Man muss immer umkehren, which translates to “One must invert, always invert", Greg McKeown  ,False
Effortless ,2022-07-01 05:25:31,44,44,in the activity itself. We simply reduce the lag time between the action and satisfaction, Greg McKeown  ,False
How the World Really Works ,2022-07-02 23:21:01,17,17,single-celled photosynthetic microbes in shallow seas, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:21:12,18,18,cyanobacteria begin to use the energy of the visible incoming solar radiation to convert CO2 and water into new organic compounds and release oxygen, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:21:19,18,18,algae, Vaclav Smil  ,True
How the World Really Works ,2022-07-02 23:21:33,18,18,600 million years ago the probes make another epochal discovery: the existence of the first organisms made of differentiated cells, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:21:47,18,18,the first simple animals requiring oxygen for their metabolism, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:23:00,18,18,"Not long afterwards, the probes nearly miss the significance of a mechanical shift with enormous energetic implications: many four-legged animals briefly stand or awkwardly walk on two legs, and more than 4 million years ago this form of locomotion becomes the norm for small ape-like creatures that begin spending more time on land than in trees", Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:24:02,19,19,"the first extrasomatic use of energy—external to one’s body; that is, any energy conversion besides digesting food—when some of these upright walkers master fire and begin to use it deliberately for cooking, comfort, and safety", Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:24:36,19,19,the adoption of crop cultivation, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:24:52,19,19,The first domestication of animals soon follows, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:36:36,21,21,Water turbines in hydro stations generate the first primary electricity during the 1880s, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:36:53,21,21,"2020 more than half of the world’s electricity will still be generated by the combustion of fossil fuels, mainly coal and natural gas", Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:37:45,21,21,"1950, fossil fuels supply nearly three-quarters of primary energy", Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:38:01,21,21,inanimate prime movers—now with gasoline- and diesel-fueled internal combustion engines in the lead—provide more than 80 percent of all mechanical energy, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:43:38,23,23,An average inhabitant of the Earth nowadays has at their disposal nearly 700 times more useful energy than their ancestors had at the beginning of the 19th century, Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:46:07,23,23,"it is as if an average Earthling has every year at their personal disposal about 800 kilograms (0.8 tons, or nearly six barrels) of crude oil, or about 1.5 tons of good bituminous coal", Vaclav Smil  ,False
How the World Really Works ,2022-07-02 23:57:34,25,25,modicum, Vaclav Smil  ,True
How the World Really Works ,2022-07-03 00:05:17,28,28,"some of them now generate it 90–95 percent of the time, compared to about 45 percent for the best offshore wind turbines and 25 percent for photovoltaic cells in even the sunniest of climates—while Germany’s solar panels produce electricity only about 12 percent of the time", Vaclav Smil  ,False
How the World Really Works ,2022-07-03 00:08:56,29,29,38 for kerosene. Natural gas (methane, Vaclav Smil  ,False
How the World Really Works ,2022-07-03 00:09:03,29,29,"38 for kerosene. Natural gas (methane) contains only 35 MJ/m3—or less than 1/1,000 of kerosene’s density.36", Vaclav Smil  ,False
How the World Really Works ,2022-07-03 00:10:43,30,30,"And the advantages of liquid fuels go far beyond high energy density. Unlike coal, crude oil is much easier to produce (no need to send miners underground or scar landscapes with large open pits), store (in tanks or underground—because of oil’s much higher energy density, any enclosed space can typically store 75 percent more energy as a liquid fuel than as coal), and distribute (intercontinentally by tankers and by pipelines, the safest mode of long-distance mass transfer), and hence it is readily available on demand", Vaclav Smil  ,False
How the World Really Works ,2022-07-03 00:32:04,34,34,"Could these new renewables produce enough electricity to replace not only today’s generation fueled by coal and natural gas, but also all the energy now supplied by liquid fuels to vehicles, ships, and planes by way of a complete electrification of transport? And could they really do so", Vaclav Smil  ,False
How the World Really Works ,2022-07-03 00:32:09,34,34,"Could these new renewables produce enough electricity to replace not only today’s generation fueled by coal and natural gas, but also all the energy now supplied by liquid fuels to vehicles, ships, and planes by way of a complete electrification of transport? And could they really do so, as some plans now promise, in a matter of just two or three decades", Vaclav Smil  ,False
How the World Really Works ,2022-07-03 06:18:00,38,38,"In 1900, less than 2 percent of the world’s fossil fuel production was used to generate electricity; by 1950 that share was still less than 10 percent; it now stands at about 25 percent", Vaclav Smil  ,False
How the World Really Works ,2022-07-03 06:18:42,38,38,Hydro generation accounted for nearly 16 percent in 2020; wind and solar added almost 7 percent; and the rest (about two-thirds) came from large central stations fueled mostly by coal and natural gas, Vaclav Smil  ,False
How the World Really Works ,2022-07-03 06:21:05,39,39,"There is no shortage of fossil fuel resources in the Earth’s crust, no danger of imminently running out of coal and hydrocarbons: at the 2020 level of production, coal reserves would last for about 120 years", Vaclav Smil  ,False
Effortless ,2022-07-10 00:42:37,46,46,"But how long have you tried to force yourself to do the important but difficult thing through sheer determination, instead of making it fun?", Greg McKeown  ,False
Glucose Revolution ,2022-07-10 07:21:02,12,12,"how we eat it—in which order, combination, and grouping— matters, too", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 18:50:55,30,30,You must compare it to its alternative, Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 18:59:11,36,36,alpha-amylase, Jessie Inchauspe  ,True
Glucose Revolution ,2022-07-10 18:59:31,37,37,". Instead of attaching glucose molecules hand to hand to make starch, this enzyme connects glucose molecules hand to foot, and the resulting chain is called fber", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 18:59:49,35,35,"left hand with right hand, left hand with right hand, hundreds and thousands of times over. The result is a long chain of glucose, no longer racing and dashing in random directions", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:00:31,37,37,"But plants also transform some of their glucose into an extra-sweet molecule called fructose, which is about 2.3 times as sweet as glucose", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:01:15,38,38,"The result is a molecule called sucrose. Sucrose exists to help plants compress energy even further (a sucrose molecule is slightly smaller than a glucose and fructose molecule side by side, which allows plants to store more energy in a tighter space", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:01:24,38,38,"Most of plants’ fructose is used in this way, but some, with the help of another enzyme, links up, for a time, with glucose", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:01:42,38,38,"We use it every day, under a diАerent name: table sugar.", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:01:52,38,38,"Starch, Йber, fructose, and sucrose—the various forms glucose can take—exist thanks to photosynthesis", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:02:58,39,39,"Every second, your body burns 8 billion billion molecules of glucose", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:04:14,40,40,"Pie crust, cookies, pastries, pasta—all are composed of Мour, so all are composed of starch", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:04:29,40,40,"When we eat, we break starch down into glucose, using the same enzyme that plants use to do this task: alpha-amylase.", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:05:01,40,40,"Fruit, in contrast, tastes sweet from the get-go. This is because it already contains unchained glucose molecules, which taste sweet, as well as fructose, which tastes even sweeter, and their combined form, sucrose, which is sweeter than glucose but not as sweet as fructose", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:05:34,41,41,"although glucose is needed to fuel your body’s systems, fructose isn’t", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:05:42,41,41,"We eat a lot of unnecessary fructose in our diet nowadays, because we eat a lot more sucrose (which, as a reminder, is half glucose, half fructose)", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:06:11,41,41,"Enzymes work to snap the bonds of starch and sucrose, but there is no enzyme that can snap the bonds of Йber. It doesn’t get turned back into glucose. This is why when we eat Йber, it remains Йber. It travels from our stomach to our small and large intestines. And this is a good thing", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:07:00,44,44,"Carbohydrates = Starch and Fiber and Sugars (glucose, fructose, sucrose)", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:08:05,44,44,"the smallest molecules: glucose, fructose, and sucrose. This subgroup is called sugars. The scientiЙc word sugars is not the same as our common table sugar, even though the sugars group does include the molecule that constitutes table sugar, sucrose", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:10:08,45,45,some diets such as Atkins and keto deliberately restrict the consumption of carbohydrates in order to keep a person’s glucose levels extremely low and thus push the body into burning fat for fuel. This is called nutritional ketosis and is metabolic Мexibility in action, Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:10:47,46,46,"This is important, because the Йber helped to slow our body’s absorption of glucose", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:11:08,46,46,"Йber is often removed in the creation of processed foods, because its presence is problematic if you’re trying to preserve things for a long time", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:11:59,47,47,"Fiber is often removed from processed foods so that they can be frozen, thawed, and last on shelves for years without losing their texture", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:13:42,48,48,"And then, by boiling sugarcane and crystallizing its juice, humans created table sugar—100 percent sucrose", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:21:12,52,52,"also known as your fasting level, that is, your glucose level Йrst thing in the morning before eating) between 60 and 100 mg/dL is “normal”; that between 100 and 126 mg/dL indicates prediabetes; and anything above 126 mg/dL indicates diabetes", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:21:24,52,52,But what the ADA describes as “normal” may not actually be optimal. Early studies showed that the thriving range for fasting glucose may be between 72 and 85 mg/, Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:22:00,52,52,we should strive to avoid increasing our glucose levels by more than 30 mg/dL after eating. So in this book I will deЙne a glucose spike as an increase in glucose in our body of more than 30 mg/dL after eating, Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:24:36,59,59,"sweet food contains table sugar, or sucrose—that compound made up of glucose and fructose. A starchy food doesn’t. Whenever we see a glucose spike from a sweet food, there is a corresponding fructose spike that unfortunately we can’t see. Continuous glucose monitors can detect only glucose, not fructose, and continuous fructose monitors don’t exist yet", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:25:07,59,59,"Until they do, remember that if the food you ate was sweet and it created a glucose spike, it also created an invisible fructose spike, and that’s what makes a sweet spike more harmful than a starchy spike", Jessie Inchauspe  ,False
Glucose Revolution ,2022-07-10 19:45:55,62,62,"tracks, coal is delivered to your grandfather. He places it by the furnace and shovels it into the Мames at a steady pace to fuel the process that moves the train. The raw material", Jessie Inchauspe  ,False
How to Build Self-Discipline ,2022-07-21 20:49:46,9,9,Research shows3 that people who journal their intake of food ate less and made healthier choices, Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-21 20:51:19,10,10,Expressing gratitude for things you’re thankful for. Studies show5 that writing down three things that went well on a given day led to steady increases in happiness, Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-21 20:51:24,10,10,Saving money, Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-21 20:51:29,10,10,Trying a new thing every single day, Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-21 20:51:33,10,10,Waking up earlier, Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-21 20:51:38,9,9,Meditation, Martin Meadows  ,True
How to Build Self-Discipline ,2022-07-21 20:55:34,13,13,"Think about what you hear, what you smell, what else you feel. The goal is to give yourself at least a minute to take your mind off the craving. When you slow down, your body will restore its ability to resist a temptation. If you make an impulse decision when faced with a craving, your choice is rarely going to be aligned with your long-term goals", Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-21 20:56:34,14,14,"You envision in little details each action you need to take in order to achieve your goal. If your goal is to become a healthy, fit and strong person, you envision lifting weights and sweat trickling down your forehead. You think about cooking a healthy, tasty meal. You imagine yourself walking past the aisle with your favorite snacks and picking vegetables instead. You see yourself putting on your running shoes instead of turning on your television (better yet, it should be gone from your house forever)", Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-21 20:57:02,14,14,"When you switch your mind from event-oriented to process-oriented, magic will happen", Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-22 19:15:07,20,20,"If you’re separated from your goal by several weeks or several months, break it down into smaller actions and reward yourself for each one. Motivation will build up as you achieve small wins", Martin Meadows  ,False
How to Build Self-Discipline ,2022-07-26 15:54:14,35,35,"Studies conducted by Elke U. Weber and colleagues33 suggest a solution to this problem. Instead of thinking about the reasons why you should choose instant gratification, think about the future reward first", Martin Meadows  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-01 01:15:19,7,7,", a legend in AI and the author of a famous book cryptically titled Gödel, Escher, Bach: an Eternal Golden Braid", Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-01 12:42:57,20,20,"McCarthy, Minsky, Allen Newell, and Herbert Simon", Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-01 12:45:20,22,22,"On the scientific side, AI researchers are investigating the mechanisms of “natural” (that is, biological) intelligence by trying to embed it in computers. On the practical side, AI proponents simply want to create computer programs that perform tasks as well as or better than humans, without worrying about whether these programs are actually thinking in the way humans think", Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-01 12:46:50,23,23,"AI is a field that includes a broad set of approaches, with the goal of creating machines with intelligence. Deep learning is only one such approach. Deep learning is itself one method among many in the field of machine learning, a subfield of AI in which machines “learn” from data or from their own “experiences.", Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-01 12:51:43,25,25,subsymbolic approaches to AI took inspiration from neuroscience and sought to capture the sometimes-unconscious, Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-01 12:51:47,25,25,Symbolic AI was originally inspired by mathematical logic as well as by the way people described their conscious thought processes, Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-01 12:51:59,26,26,Subsymbolic AI programs do not contain the kind of human-understandable language we saw in the Missionaries and Cannibals example above, Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-01 12:57:30,30,30,"Frank Rosenblatt’s primary contribution to AI was his design of a specific algorithm, called the perceptron-learning algorithm, by which a perceptron could be trained from examples to determine the weights and threshold that would produce correct answers", Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-02 01:03:27,46,46,"As the technology journalist Kevin Kelly observed, “The business plans of the next 10,000 startups are easy to forecast: Take X and add AI.", Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-02 01:04:28,46,46,narrow” or “weak” AI. These terms are not as derogatory as they sound; they simply refer to a system that can perform only one narrowly defined task (or a small set of related tasks, Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-02 01:08:18,48,48,"(1) Only when a machine feels things and is aware of its own actions and feelings—in short, is conscious—could we consider it actually thinking, and (2) No machine could ever do this. Ergo, no machine could ever actually think", Melanie Mitchell  ,False
Artificial Intelligence: A Guide for Thinking Humans ,2022-11-02 01:10:07,49,49,"Searle published an article called “Minds, Brains, and Programs", Melanie Mitchell  ,False
Competing In The Age Of AI ,2022-11-07 18:39:31,8,8,"Digital, AI-driven processes are more scalable than traditional processes. They enable greater scope (or variety), as they easily connect with a myriad of"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-07 18:41:05,9,9,"Imperfect, weak AI is already enough to transform the nature of firms and how they operate. Even with relatively basic artificial intelligence, whose applications"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-09 22:45:12,10,10,"It enabled the emergence of a new and increasingly powerful breed of company, one that leverages a different kind of operating model and competes in different ways"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-09 22:47:35,11,11,"Indeed, the more a firm is designed to optimize the impact of digitization, the greater its potential for scale, scope, and learning embedded in its operating model— and the more value it can create and capture (see figure 1"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-09 22:50:00,12,12,"Amazon reinvents traditional business operations and puts them on digital foundations. In doing so it harvests the advantages of digital technology, analytics, and AI/ML in order to scale, extend its scope, and learn"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:09:04,24,24,At the heart of Ant Financial’s success is its ability to leverage data to learn about its users’ needs and respond with digital services to address them," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:14:25,25,25,"The first is the firm’s business model, defined as the way the firm promises to create and capture value. The second is the firm’s operating model, defined as the way the firm delivers the value to its customers"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:16:39,26,26,Thus a company’s approach to value creation requires consciously choosing the precise problem it is solving for the customer and its positioning in the marketplace," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:19:58,26,26,Value creation," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:20:04,26,26,Value capture," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:21:00,27,27,Operating models deliver the value promised to customers. Whereas the business model creates a goal for value creation and capture," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:21:10,27,27,"Operating models deliver the value promised to customers. Whereas the business model creates a goal for value creation and capture, the operating model is the plan to get it done"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:22:03,28,28,"the goal of an operating model is to deliver value at scale, to achieve sufficient scope, and to respond to changes by engaging in sufficient learning."," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:23:17,28,28,"Scale: Managing scale, simply put, is about designing an operating model to deliver as much value to as many customers as possible at the lowest cost"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:23:33,28,28,: A firm’s scope is defined as the range of activities it performs," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:24:51,29,29,"Learning: The learning function of an operating model is essential to driving continuous improvement, increasing operating performance over time, and developing new products and services"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:27:46,29,29,"By deploying a fundamentally new kind of operating model, this new type of firm is reaching new levels of scalability, achieving a vastly broader scope, and learning and adapting at a much faster rate than does a traditional firm"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:30:17,30,30,Value creation is related to offering a substitute for trust," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 00:30:23,30,30,Value capture occurs through the 0.6 percent transaction fee charged to merchants; consumers are not directly charged for using the service," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 09:50:20,35,35,digital operating model is avoiding direct human intervention on the critical path of the product- or service-delivery process," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 09:50:32,35,35,the actual processes that drive customer value are fully digitized," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 09:52:08,36,36,"The marginal cost of serving an additional user on many digital networks is, for all purposes, zero, apart from the small incremental cost of computing capacity, which is easily available from cloud service providers"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 15:14:50,40,40,Human beings can do everything that AI can do. They just can’t do it to scale.," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 23:39:54,46,46,"Instead, these processes are digitized and enabled by an AI factory that treats decision making as an industrial process"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 23:40:48,46,46,"AI factories are at the core of the model, guiding the most critical processes and operating decisions"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 23:40:55,46,46,"AI factories are at the core of the model, guiding the most critical processes and operating decisions"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-15 23:41:02,46,46,"AI factories are at the core of the model, guiding the most critical processes and operating decisions, while"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-16 00:06:01,54,54,"develop accurate predictions using statistical models, also known as machine learning. These are supervised learning, unsupervised learning, and reinforcement learning."," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-16 00:06:11,54,54,The basic goal of supervised machine learning algorithms is to come as close as possible to a human expert (or an accepted source of truth) in predicting an outcome," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-16 00:12:24,56,56,"Again, an unsupervised learning algorithm does not suggest specific labels but rather establishes the most robust statistical groupings"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:18:26,57,57,association rule mining," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:18:52,56,56,cluster data into groups," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:19:05,57,57,anomaly detection. Here the algorithm simply looks at each new incoming observation or datum and makes the judgment whether or not it fits prior patterns," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:22:58,57,57,"starting point and a performance function. We start somewhere and probe the space around us, using as a guide whether we have improved or worsened our position. The key trade-off is whether to spend more time exploring the complex world around us or exploiting the model we have built so far to drive decisions and actions"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:24:27,58,58,The gambler can spend more time exploring which machine seems to give the best rewards or can focus on exploiting the one machine that seems to be the best bet so far," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:29:07,60,60,The experimentation platform is a necessary component of the AI factory. Imagine running our algorithm to predict customer churn and learning that churn correlates with a certain age group," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:30:27,60,60,the company tries to bring scientific rigor to all of its decision making by embracing experimentation as an integral component," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:33:48,61,61,"After the data is aggregated, cleaned, refined, and processed, it is made available through consistent interfaces (the APIs), allowing applications to rapidly subscribe, sample what they need, test, and deploy."," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:34:00,61,61,FIGURE 3-," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:37:32,62,62,"An organization needs to build a secure, centralized system for careful data security and governance, defining appropriate checks and balances on access and usage, inventorying the assets carefully, and providing all stakeholders with the necessary protection."," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 00:43:33,65,65,"We cite this example not only because we’re proud of it but also to demonstrate that an organization doesn’t have to be rich in data, IT resources, or AI talent to construct an AI factory. To create ours we tapped resources that are available to everyone. And the benefit we got from it is invaluable. We shared our findings in the Journal of the American Medical Association Oncology—not where you’d expect to find the work of business school faculty.17 We admit"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-17 19:36:57,68,68,"The bottom line in many of these perspectives and theories is similar: as organizations become good at doing something in a certain way, they develop routines and systems that reinforce each other and make it difficult to do things differently. Architectural inertia thus makes it difficult to achieve transformations that require organizing work in new ways"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-22 00:41:40,76,76,"scope, and learning objectives. Bezos sought"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-23 00:24:01,80,80,"After value is delivered in one domain (e.g., accumulating data about a set of consumers), that same process can be connected to drive value in other applications, adding a multiplicative factor to the number of services and overall value it’s delivering to the customer. This is how Ant Financial and Amazon work. The value created by a digital operating model can"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-23 00:27:54,80,80,"As many others have noted, organizational change is really hard. The next chapter examines what it takes to become an AI company"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:09:15,88,88,"We can identify where all the data in the company is. Once we figure out where all the data is, we assemble data catalogs for all the different data sources. From the catalogs, we can take the data and mash it up into lakes, so we can build ML [machine learning] models. We especially leverage AI to know when things are starting to behave in unexpected ways. The best we could do in the past was react as fast as possible; now we can preempt things, from bad contracts to cyber breaches."," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:11:54,89,89,The Future Computed," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:14:49,91,91,The first essential principle in transformation is to develop strategic clarity and commitment," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:16:26,91,91,"Second, it’s critical to bring clarity to the technical goals of the transformation. Everyone must understand what you want your future operating architecture to look like. A strong focus on data, analytics, and AI requires some centralization and much consistency. Data assets must be integrated across the range of applications"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:16:38,92,92,"an accurate catalog of where the data is, clear guidelines for what to do with it (and how to protect it), and clear standards for how to store it so that it can be used and reused by multiple parties"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:18:37,92,92,"Developing a product-focused mentality is essential to an AI-centered operating model. The teams deploying AI-centered applications must embed a deep understanding of the application settings they are designed to enable, as with any product-focused effort"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:19:09,92,92,building an AI-centric operating model is all about taking many traditional processes and embedding them in software and algorithms," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:20:03,93,93,"The most obvious challenge in building an AI-centered firm is to grow a deep foundation of capability in software, data sciences, and advanced analytics"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:20:56,93,93,"One less obvious, but equally important, skill set to hire and groom for is the data and analytics product manager. As enterprise data starts to consolidate in brand-new AI factories, enterprises will need to groom and grow the people who can identify important use cases and lead teams in developing the new range of applications. This is where individuals with business backgrounds and experiences should feel an advantage. Additionally, this role of data and analytics product manager will expand as leadership challenges will, increasingly, require the same combination of skills and capabilities. This may signal the emergence of a new generation of business leader, one who drives a deeper analytics and software mindset across the firm and is fully sensitive to the impact of AI—both helpful and harmful"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-24 18:22:02,94,94,"AI requires deep thinking about legal and ethical exposure, and these activities should be actively staffed and supported"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-27 23:45:22,96,96,"There appears to be a natural sequence of stages in the journey to become a state-of-the-art AI factory: from siloed data, to pilots, to data hubs, to AI factory (see"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-28 12:06:46,101,101,", and thus they became increasingly important and attractive to new connections"," Marco Iansiti, Karim R",False
